Almont__Precip_mm_day,Almont__Evap_mm_day,Almont__Runoff_mm_day,Billy_Barr__Precip_mm_day,Billy_Barr__Evap_mm_day,Billy_Barr__Runoff_mm_day,Judd_Falls__Precip_mm_day,Judd_Falls__Evap_mm_day,Judd_Falls__Runoff_mm_day,Kettle_Ponds__Precip_mm_day,Kettle_Ponds__Evap_mm_day,Kettle_Ponds__Runoff_mm_day,Mexican_Cut__Precip_mm_day,Mexican_Cut__Evap_mm_day,Mexican_Cut__Runoff_mm_day,Snodgrass_Mountain__Precip_mm_day,Snodgrass_Mountain__Evap_mm_day,Snodgrass_Mountain__Runoff_mm_day,castnet_gothic__Precip_mm_day,castnet_gothic__Evap_mm_day,castnet_gothic__Runoff_mm_day,nrcs_1141__Precip_mm_day,nrcs_1141__Evap_mm_day,nrcs_1141__Runoff_mm_day,nrcs_380__Precip_mm_day,nrcs_380__Evap_mm_day,nrcs_380__Runoff_mm_day,nrcs_680__Precip_mm_day,nrcs_680__Evap_mm_day,nrcs_680__Runoff_mm_day,nrcs_737__Precip_mm_day,nrcs_737__Evap_mm_day,nrcs_737__Runoff_mm_day,wu_KCOCREST10__Precip_mm_day,wu_KCOCREST10__Evap_mm_day,wu_KCOCREST10__Runoff_mm_day,wu_KCOCREST4__Precip_mm_day,wu_KCOCREST4__Evap_mm_day,wu_KCOCREST4__Runoff_mm_day,wu_KCOCREST6__Precip_mm_day,wu_KCOCREST6__Evap_mm_day,wu_KCOCREST6__Runoff_mm_day,wu_KCOMTCRE2__Precip_mm_day,wu_KCOMTCRE2__Evap_mm_day,wu_KCOMTCRE2__Runoff_mm_day,wu_MRMEX__Precip_mm_day,wu_MRMEX__Evap_mm_day,wu_MRMEX__Runoff_mm_day,wu_MTAPC2__Precip_mm_day,wu_MTAPC2__Evap_mm_day,wu_MTAPC2__Runoff_mm_day,date
0.0,0.120477,0.184081,0.181222,-0.047572,0.404218,0.169978,-0.056405,0.46908,0.0,0.053195,0.421607,0.0,-0.083464,0.444105,0.0,-0.106764,0.269209,0.169978,-0.056405,0.46908,0.0,-0.076713,0.421514,0.0,-0.084114,0.184691,0.0,0.005158,0.002307,0.0,-0.118797,0.453457,0.0,0.054865,0.280814,0.0,-0.001659,0.184312,0.0,0.104687,0.290553,0.0,-0.046389,0.166264,0.0,-0.039554,0.42746,0.0,-0.074438,0.221855,2015-02-07
0.0,0.627117,0.183503,0.188934,0.43443,0.401596,0.177211,0.320101,0.465668,0.0,0.507587,0.418808,0.0,0.596009,0.440718,0.0,0.703674,0.268461,0.177211,0.320101,0.465668,0.0,0.60621,0.418412,0.0,0.166409,0.43636,0.0,0.018937,0.002307,0.0,0.431778,0.572314,0.0,0.528969,0.280138,0.0,0.054719,0.184242,0.0,0.529065,0.289709,0.0,0.829559,0.166107,0.0,0.135543,0.424301,0.0,0.153651,0.22146,2015-02-08
0.0,0.356633,0.182928,0.0,0.307192,0.399006,0.0,0.28539,0.4623,0.0,0.33438,0.416037,1.141907,0.72892,0.437373,0.0,0.63799,0.267706,0.0,0.28539,0.4623,0.0,0.59977,0.415345,0.0,0.15497,0.722028,0.0,0.017238,0.002306,1.147046,0.656611,0.665454,0.0,0.382809,0.279456,0.0,0.186476,0.184163,0.0,0.379905,0.288861,0.0,0.852777,0.165951,1.211757,0.236983,0.421182,0.0,0.211729,0.221058,2015-02-09
0.505221,0.024964,0.182358,0.0,0.462023,0.396447,0.0,0.438382,0.458973,0.0,0.458777,0.413292,1.190499,0.81716,0.434069,0.0,0.578011,0.266943,0.0,0.438382,0.458973,0.0,0.552164,0.412315,0.0,0.675717,0.47741,0.0,0.015233,0.002306,1.195856,0.808297,0.500955,0.0,0.456571,0.278767,0.0,0.105223,0.184076,0.0,0.451165,0.28801,0.0,1.12873,0.165795,1.263322,0.342647,0.418102,0.0,0.3874,0.22065,2015-02-10
0.52672,0.447845,0.18179,0.0,0.404776,0.393918,0.0,0.38029,0.455688,0.0,0.462626,0.410574,0.0,0.325421,0.430805,0.0,0.291881,0.266174,0.0,0.38029,0.455688,0.0,0.291109,0.40932,0.0,0.484206,0.316776,0.0,0.006616,0.002306,0.0,0.333474,0.496088,0.0,0.459709,0.278073,0.0,0.0,0.18398,0.0,0.473102,0.287154,0.0,0.636421,0.165639,0.0,0.100095,0.41506,0.0,0.374503,0.220235,2015-02-11
0.0,0.474073,0.181227,0.0,0.47339,0.391419,0.0,0.44105,0.452444,0.0,0.496252,0.407882,0.0,0.252382,0.427582,0.0,0.245682,0.265398,0.0,0.44105,0.452444,0.0,0.255051,0.40636,0.0,0.706469,0.279506,0.0,0.004396,0.002305,0.0,0.256427,0.492977,0.0,0.503839,0.277374,0.0,0.0,0.183877,0.0,0.513346,0.286296,0.0,0.765471,0.165483,0.0,0.161556,0.412056,0.0,0.452027,0.219813,2015-02-12
0.0,0.41447,0.180666,0.0,0.349092,0.38895,0.0,0.317938,0.44924,0.0,0.407838,0.405217,0.0,0.281504,0.424399,0.0,0.278301,0.264616,0.0,0.317938,0.44924,0.0,0.287567,0.403435,0.0,0.47784,0.278294,0.0,0.006146,0.002305,0.0,0.281581,0.490812,0.0,0.446861,0.276669,0.0,0.0,0.183765,0.0,0.461722,0.285434,0.0,0.694554,0.165327,0.0,0.186909,0.409089,0.0,0.243991,0.219386,2015-02-13
0.0,0.292042,0.18011,0.0,0.162528,0.386509,0.0,0.103596,0.446076,0.0,0.254221,0.402578,0.0,0.424918,0.421255,0.0,0.460375,0.263828,0.0,0.103596,0.446076,0.0,0.424552,0.400545,0.0,0.312508,0.755758,0.0,0.001504,0.002304,0.0,0.391715,0.477607,0.0,0.292712,0.27596,0.0,0.186356,0.183645,0.0,0.292766,0.28457,0.0,0.886277,0.16517,0.0,0.070523,0.406158,0.0,-0.045287,0.218954,2015-02-14
0.150756,0.110916,0.179556,0.330317,0.114543,0.384097,0.308916,0.103297,0.442951,0.247101,0.111519,0.399965,0.0,0.419227,0.437626,0.265696,0.418689,0.263035,0.308916,0.103297,0.442951,1.037545,0.491716,0.397793,0.0,0.712222,0.218516,0.156693,0.031633,0.002304,0.0,0.465054,0.427004,0.0,0.10905,0.275246,0.0,-0.046574,0.183518,0.0,0.105011,0.283704,0.0,0.843634,0.165012,0.0,0.138338,0.403263,0.348028,0.101889,0.218545,2015-02-15
0.157171,0.265799,0.179006,1.114443,0.255391,0.381713,1.042864,0.268022,0.439865,0.883511,0.230612,0.397378,0.129751,0.358102,0.416279,0.90533,0.535081,0.262237,1.042864,0.268022,0.439865,1.081696,0.50954,0.394864,0.0,0.901079,0.207881,0.16336,0.063596,0.002304,0.0,0.37617,0.455759,0.0,0.243964,0.274528,0.0,-0.017539,0.183383,0.0,0.238713,0.282836,0.142899,0.766626,0.164853,0.142143,0.094683,0.400404,0.567986,0.287137,0.218073,2015-02-16
0.0,0.398122,0.178459,0.802839,0.360428,0.379357,0.751476,0.372259,0.436816,0.652528,0.343568,0.394817,0.135273,0.288643,0.412051,0.655065,0.443307,0.261434,0.751476,0.372259,0.436816,0.0,0.227544,0.392074,0.0,0.987176,0.18462,0.0,0.004633,0.002303,0.0,0.305658,0.426962,0.0,0.395784,0.273806,0.0,0.0,0.183241,0.0,0.387703,0.281966,0.148979,0.835975,0.164693,0.148192,0.0,0.39758,0.213877,0.404537,0.217624,2015-02-17
0.0,0.290565,0.177916,0.0,0.598848,0.377028,0.0,0.588128,0.433805,0.0,0.587685,0.392281,0.0,0.288037,0.409057,0.0,0.350352,0.260627,0.0,0.588128,0.433805,1.062099,0.529325,0.389315,0.0,1.232063,0.184576,0.0,0.005626,0.002303,0.0,0.313297,0.417713,0.0,0.592333,0.273081,0.0,0.0,0.183092,0.0,0.585049,0.281095,0.0,1.10321,0.164532,0.150171,0.0,0.39479,0.0,0.634058,0.217171,2015-02-18
0.0,0.024484,0.177375,0.0,0.356922,0.374725,0.0,0.335375,0.430831,0.0,0.396359,0.389771,1.145198,0.540505,0.406101,0.0,0.370826,0.259816,0.0,0.335375,0.430831,1.107295,0.548292,0.386589,0.0,0.694517,0.184525,0.0,0.008081,0.002303,1.148937,0.541411,0.414689,0.0,0.418091,0.272352,0.0,0.0,0.182935,0.0,0.432665,0.280222,0.0,0.705596,0.164369,1.375402,-0.000306,0.392034,0.0,0.350509,0.216714,2015-02-19
0.0,0.353767,0.176838,1.48241,0.319019,0.372449,1.36721,0.325293,0.427892,1.148351,0.334355,0.387286,1.779692,0.887062,0.403179,1.260172,0.808777,0.259001,1.36721,0.325293,0.427892,6.277266,1.615216,0.383894,0.451705,1.055129,0.184468,0.0,0.011492,0.002302,1.716032,0.908958,0.4117,0.435283,0.363703,0.27162,0.43973,-0.007393,0.182772,0.437219,0.36261,0.279349,0.468243,0.82036,0.164205,1.983783,-0.009909,0.389311,1.098569,0.384334,0.216252,2015-02-20
0.901833,0.334036,0.176304,3.418961,0.444065,0.370199,3.205966,0.451989,0.42499,3.071548,0.441319,0.384826,1.038492,0.564895,0.400293,3.267087,1.016388,0.258182,3.205966,0.451989,0.42499,7.139467,1.424054,0.381231,1.926244,1.091,0.184405,1.322094,0.291601,0.002302,0.943565,0.567712,0.408745,1.83603,0.461337,0.270885,1.725381,-0.003289,0.182603,1.607396,0.453082,0.278474,2.01576,0.854904,0.164039,1.218017,-0.001395,0.386621,2.710888,0.47926,0.215786,2015-02-21
8.831923,0.436573,0.175772,12.096128,0.815991,0.367974,11.672175,0.809461,0.422122,10.501595,0.802826,0.38239,7.841843,2.006376,0.397442,11.11477,2.689797,0.25736,11.672175,0.809461,0.422122,10.199519,2.408259,0.378598,10.150008,0.951103,0.184336,9.452917,1.874867,0.002301,7.846482,2.063686,0.405825,10.011044,0.827833,0.270147,9.65037,0.0,0.182426,9.849437,0.823734,0.277599,10.013067,1.630132,0.163872,7.985871,0.0,0.383963,9.24156,0.790105,0.215316,2015-02-22
9.355228,0.372472,0.175244,14.001213,0.388417,0.365774,13.198032,0.386017,0.41929,10.547079,0.410228,0.37998,16.854271,2.84093,0.394625,11.36372,2.251482,0.256535,13.198032,0.386017,0.41929,12.002123,2.269409,0.375995,11.907038,0.853259,0.18426,10.815886,1.957453,0.002301,16.837524,2.84497,0.402939,10.641633,0.398304,0.269406,9.785876,0.0,0.182244,10.405713,0.399564,0.276724,11.064639,0.848824,0.163703,17.165787,0.0,0.381337,9.957962,0.392793,0.214842,2015-02-23
1.175683,0.206577,0.174719,3.572477,0.211512,0.363599,3.090655,0.197361,0.416491,1.70546,0.252107,0.377593,10.675191,1.430776,0.391842,1.979857,0.687606,0.255708,3.090655,0.197361,0.416491,2.10115,0.708165,0.373422,3.030622,0.655088,0.184179,2.499754,0.55563,0.002301,10.629603,1.386894,0.400087,1.779587,0.257761,0.268664,1.148801,0.0,0.182055,1.447913,0.276241,0.275848,2.38312,0.629457,0.163531,10.969127,-0.000383,0.378742,2.110953,0.18441,0.214364,2015-02-24
0.688938,0.225679,0.174196,1.509016,0.22968,0.361449,1.445055,0.220325,0.413725,1.263761,0.252277,0.375231,2.447134,0.788137,0.389093,1.340031,0.562193,0.254878,1.445055,0.220325,0.413725,2.291264,0.752625,0.370879,1.320654,0.603089,0.184091,0.374321,0.087451,0.0023,2.456377,0.793424,0.397267,0.986463,0.258289,0.267919,0.818415,-0.001042,0.18186,0.927451,0.263679,0.274973,1.195919,0.584697,0.163358,2.541332,-0.005671,0.376177,1.225883,0.212029,0.213883,2015-02-25
1.130536,0.28666,0.173677,3.631937,0.29029,0.359322,3.501935,0.272197,0.410993,2.9395,0.288438,0.372893,2.528133,0.804719,0.386376,3.108255,0.919953,0.254046,3.501935,0.272197,0.410993,2.887075,0.888528,0.368364,2.639718,0.68094,0.183998,1.477305,0.30497,0.0023,2.536383,0.827636,0.39448,2.317733,0.294942,0.267172,2.131562,0.0,0.18166,2.225563,0.295528,0.274097,2.488603,0.793208,0.163183,2.558504,0.0,0.373643,2.280436,0.280699,0.213399,2015-02-26
0.68865,0.40287,0.17316,3.252723,0.389171,0.357218,3.152881,0.392871,0.408293,2.653528,0.379974,0.370578,2.480462,0.686794,0.383691,2.803607,0.781344,0.253211,3.152881,0.392871,0.408293,0.870499,0.367282,0.365878,2.464423,0.765943,0.183899,1.29599,0.297315,0.002299,2.484162,0.702764,0.391726,2.185881,0.377392,0.266423,2.016626,0.0,0.181453,1.973546,0.373862,0.273222,2.318655,0.68327,0.163006,2.528261,0.0,0.371139,1.502039,0.396501,0.212911,2015-02-27
0.528663,0.500403,0.172645,2.259903,0.468339,0.355138,2.190807,0.478396,0.405625,1.966052,0.45041,0.368287,2.47164,0.721349,0.381039,2.082564,0.657272,0.252376,2.190807,0.478396,0.405625,0.716903,0.271226,0.363421,2.344481,0.283283,0.183794,0.332277,0.074727,0.002299,2.471346,0.737766,0.389003,1.719269,0.445314,0.265673,1.396921,0.0,0.181241,1.350823,0.433392,0.272347,2.091613,0.769508,0.162826,2.545492,0.0,0.368664,0.933438,0.482551,0.212421,2015-02-28
6.090945,0.086284,0.172134,16.649973,0.119211,0.353081,15.844759,0.118277,0.402988,12.252966,0.132011,0.366019,22.187777,2.731591,0.378418,13.070526,2.086647,0.251538,15.844759,0.118277,0.402988,15.695642,2.126205,0.360991,9.65384,0.847997,0.183684,7.38434,1.277318,0.002299,23.012217,2.840848,0.386311,8.339095,0.130962,0.264921,8.350591,0.042103,0.181024,7.784901,0.137922,0.271473,8.657466,0.803616,0.162645,22.972368,-0.007748,0.366218,7.307776,0.120116,0.211927,2015-03-01
3.894436,-0.050006,0.171625,16.740116,0.011225,0.351046,16.067163,0.005141,0.400383,12.087462,0.021714,0.363774,25.379782,1.86085,0.375828,12.664671,1.17466,0.2507,16.067163,0.005141,0.400383,14.817286,1.175264,0.358588,8.687126,0.916199,0.183568,6.05474,0.495188,0.002298,26.2931,1.888637,0.38365,7.42354,-0.012343,0.264168,7.439565,0.00888,0.180802,6.726386,-0.012724,0.2706,7.986411,0.912582,0.162461,26.14292,-0.030625,0.3638,6.069212,0.0121,0.211431,2015-03-02
2.250732,0.058925,0.171119,13.04195,0.110072,0.349033,12.414003,0.106466,0.397807,9.98353,0.117543,0.361552,16.311617,1.172703,0.373268,10.891326,1.079672,0.24986,12.414003,0.106466,0.397807,11.569499,1.092616,0.356213,6.93423,0.888212,0.183448,3.8352,0.429839,0.002298,16.755453,1.16658,0.38102,7.044428,0.107348,0.263414,7.587729,0.102936,0.180574,6.711237,0.107158,0.269727,6.686247,0.823573,0.162275,16.941164,-0.022406,0.361411,4.576869,0.118237,0.210933,2015-03-03
1.189704,0.270247,0.170616,5.202231,0.233153,0.347041,4.924848,0.237486,0.395262,4.541391,0.226067,0.359352,3.81614,0.825433,0.370739,5.288715,0.849515,0.24902,4.924848,0.237486,0.395262,4.102204,0.747373,0.353864,4.63968,0.701313,0.183322,2.219203,0.514931,0.002297,3.890125,0.822595,0.37842,4.143926,0.217781,0.262658,4.117761,0.065775,0.180341,3.899076,0.218352,0.268855,3.989025,0.614395,0.162087,4.035656,-0.002038,0.359049,2.515665,0.240187,0.210432,2015-03-04
0.237093,0.373799,0.170115,1.043165,0.353423,0.345071,0.892029,0.353917,0.392746,0.481635,0.33262,0.357175,5.217525,1.120688,0.368239,0.565763,0.277335,0.248179,0.892029,0.353917,0.392746,0.15116,0.207609,0.351542,0.842842,0.573888,0.183192,1.556024,0.339171,0.002297,5.375666,1.154796,0.37585,0.4431,0.309084,0.261902,0.256608,0.0,0.180104,0.315036,0.309527,0.267985,0.6407,0.524798,0.161897,5.631045,0.0,0.356714,0.698041,0.364634,0.209928,2015-03-05
0.0,0.468438,0.169616,0.492761,0.432868,0.343122,0.366898,0.42928,0.390259,0.0,0.432932,0.35502,7.432963,2.038801,0.365769,0.0,0.333365,0.247337,0.366898,0.42928,0.390259,0.157593,0.20172,0.349246,0.0,0.694885,0.183057,1.323623,0.295154,0.002297,7.66076,2.101842,0.373309,0.0,0.411755,0.261145,0.0,0.0,0.179861,0.0,0.411902,0.267115,0.0,0.754674,0.161704,8.044758,0.0,0.354405,0.406186,0.43676,0.209423,2015-03-06
0.0,0.345938,0.16912,0.912948,0.246432,0.341194,0.790972,0.225662,0.387801,0.0,0.296371,0.352887,8.242795,2.236308,0.363328,0.0,0.73268,0.246496,0.790972,0.225662,0.387801,0.0,0.762189,0.346975,0.0,1.1252,0.182919,0.713035,0.166635,0.002296,8.568792,2.3322,0.370796,0.0,0.347373,0.260388,0.0,0.116211,0.179614,0.0,0.350508,0.266247,0.0,1.068937,0.161509,8.676595,-0.007113,0.352123,0.260006,0.232671,0.208915,2015-03-07
0.0,0.277557,0.168627,0.951797,0.183685,0.339287,0.824631,0.180665,0.385371,0.0,0.247521,0.350775,5.217645,0.873012,0.360915,0.0,0.434565,0.245654,0.824631,0.180665,0.385371,0.0,0.44827,0.344729,0.0,1.111307,0.182776,0.0,0.013185,0.002296,5.453414,0.879801,0.368312,0.0,0.289167,0.25963,0.0,0.210478,0.179363,0.0,0.30734,0.265381,0.0,1.083501,0.161312,5.387208,-0.020936,0.349867,0.0,0.189886,0.208406,2015-03-08
0.0,0.380432,0.168136,0.0,0.313356,0.337399,0.0,0.307005,0.382969,0.0,0.368557,0.348685,0.0,0.562854,0.35853,0.0,0.516348,0.244812,0.0,0.307005,0.382969,0.0,0.536515,0.342509,0.0,1.308859,0.182631,0.0,0.013622,0.002295,0.0,0.59406,0.365856,0.0,0.379557,0.258872,0.0,0.210146,0.179108,0.0,0.386857,0.264516,0.0,1.274767,0.161113,0.0,0.159014,0.347636,0.0,0.328311,0.207895,2015-03-09
0.0,0.354752,0.167648,0.0,0.300383,0.335531,0.0,0.293526,0.380594,0.0,0.345602,0.346615,0.0,0.527066,0.356172,0.0,0.516682,0.24397,0.0,0.293526,0.380594,0.0,0.527466,0.340312,0.0,1.245769,0.182483,0.0,0.018139,0.002295,0.0,0.544849,0.363428,0.0,0.381222,0.258114,0.0,0.161811,0.178848,0.0,0.393536,0.263652,0.0,1.194196,0.160911,0.0,0.08453,0.345431,0.0,0.292404,0.207382,2015-03-10
0.0,0.390409,0.167162,0.0,0.328449,0.333682,0.0,0.325539,0.378245,0.0,0.368292,0.344567,0.0,0.568146,0.353841,0.0,0.554964,0.243129,0.0,0.325539,0.378245,0.0,0.543629,0.33814,0.0,1.171595,0.182333,0.0,0.020526,0.002295,0.0,0.585737,0.361027,0.0,0.410956,0.257355,0.0,0.342152,0.178584,0.0,0.417229,0.262791,0.0,1.373156,0.160708,0.0,0.216317,0.34325,0.0,0.340437,0.206868,2015-03-11
0.0,0.234489,0.166678,0.0,0.388573,0.331853,0.0,0.351991,0.375923,0.0,0.428295,0.342539,0.0,0.696871,0.351537,0.0,0.673914,0.242288,0.0,0.351991,0.375923,0.0,0.663915,0.335991,0.0,0.63501,0.182183,0.0,0.019927,0.002294,0.0,0.750689,0.358652,0.0,0.475153,0.256596,0.0,0.197216,0.178316,0.0,0.485642,0.261931,0.0,1.112676,0.160502,0.0,0.009171,0.341094,0.0,0.238387,0.206352,2015-03-12
0.0,0.555121,0.166196,0.0,0.634411,0.330043,0.0,0.60743,0.373627,0.0,0.57345,0.340532,0.0,1.104172,0.349259,0.0,1.060922,0.241448,0.0,0.60743,0.373627,0.0,0.81237,0.333865,0.0,1.302764,0.182033,0.0,0.029347,0.002294,0.0,1.185025,0.356303,0.0,0.59895,0.255838,0.0,0.431998,0.178044,0.0,0.609304,0.261072,0.0,1.547398,0.160293,0.0,0.190738,0.338961,0.0,0.628013,0.205834,2015-03-13
0.0,0.526633,0.165717,0.0,0.689443,0.328251,0.0,0.626954,0.371357,0.0,0.642915,0.338545,0.0,1.363332,0.347006,0.0,1.277634,0.240608,0.0,0.626954,0.371357,0.0,0.395628,0.331763,0.0,1.185206,0.403031,0.0,0.036965,0.002294,0.0,1.42594,0.353981,0.0,0.659592,0.25508,0.0,0.591007,0.177769,0.0,0.679082,0.260216,0.0,1.801653,0.160083,0.0,0.443645,0.336852,0.0,0.543709,0.205316,2015-03-14
0.0,-0.034552,0.165241,0.0,-0.043648,0.326477,0.0,-0.04289,0.369112,0.0,-0.022229,0.336578,1.016603,0.801461,0.344778,0.0,0.697273,0.239769,0.0,-0.04289,0.369112,0.0,0.702239,0.329682,0.0,-0.05337,1.247751,0.0,0.018748,0.002293,1.050201,0.801604,0.351683,0.0,-0.006936,0.254322,0.0,0.007045,0.17749,0.0,0.000403,0.259362,0.0,-0.031154,0.15987,1.105139,-0.029842,0.335075,0.0,-0.049663,0.204796,2015-03-15
0.0,-0.046137,0.360916,0.0,-0.060571,0.324721,0.0,-0.064353,0.366891,0.0,-0.032702,0.334631,1.059862,0.898007,0.342576,0.0,0.786367,0.23893,0.0,-0.064353,0.366891,1.114298,0.92277,0.327624,0.0,-0.091805,1.284236,0.0,0.01712,0.002293,1.09489,0.858668,0.34941,0.0,-0.013886,0.253564,0.0,0.009903,0.177208,0.0,-0.003989,0.25851,0.0,-0.049002,1.075002,1.152166,-0.020929,0.333035,0.0,-0.077976,0.204275,2015-03-16
0.0,-0.118113,0.606659,0.0,-0.103315,0.322984,0.0,-0.104867,0.364695,0.0,-0.066446,0.332704,1.017473,0.766389,0.340397,0.0,0.711125,0.238093,0.0,-0.104867,0.364695,1.161714,0.764073,0.325588,0.0,-0.150631,1.360644,0.0,0.015435,0.232628,1.051098,0.725206,0.347162,0.0,-0.043103,0.252807,0.0,-0.023258,0.176922,0.0,-0.035117,0.25766,0.0,-0.097752,1.276803,1.102003,-0.064778,0.33098,0.0,-0.121282,0.237756,2015-03-17
0.302562,-0.135502,0.688852,1.082329,-0.087118,0.321263,1.014768,-0.087455,0.362523,1.004105,-0.059815,0.330795,2.108706,0.856692,0.338242,1.238981,0.833598,0.716797,1.014768,-0.087455,0.362523,0.390157,0.786022,0.683738,1.476282,-0.132438,1.471582,0.414168,0.197443,0.300833,1.995357,0.785494,0.610835,0.884743,-0.05405,0.252051,0.642443,-0.035342,0.176873,0.70046,-0.045965,0.310362,1.145356,-0.091413,1.344773,2.462342,-0.021997,0.329353,1.039229,-0.084266,0.707689,2015-03-18
0.315437,-0.019636,0.633084,1.128386,0.125283,0.380468,1.057949,0.083511,0.583741,1.046833,0.30588,0.328906,1.092529,1.232909,0.33611,1.291704,1.256286,0.289756,1.057949,0.083511,0.583741,0.40676,1.098747,0.353962,1.539103,0.111312,1.367713,0.431792,0.324378,0.170161,0.93781,1.227325,0.398243,0.922392,0.298457,0.509623,0.669782,0.492987,0.176545,0.730266,0.33235,0.505392,1.194094,0.669142,1.048707,1.369336,0.672384,0.326776,1.083452,0.095195,0.594707,2015-03-19
0.0,-0.012388,0.552609,0.0,0.041287,0.640647,0.0,0.034536,0.699029,0.0,0.279207,0.461589,0.0,0.790261,0.334002,0.0,0.82409,0.284738,0.0,0.034536,0.699029,0.0,0.767936,0.348646,0.0,0.05285,1.074113,0.0,0.217225,0.058455,0.0,0.837903,0.390845,0.0,0.290658,0.411785,0.0,0.477327,0.176045,0.0,0.341347,0.390901,0.0,0.463531,0.82629,0.0,0.529174,0.324675,0.0,0.030301,0.503754,2015-03-20
0.0,-0.00105,0.513433,0.0,0.058219,0.607266,0.0,0.042984,0.667033,0.0,0.104402,0.571509,0.0,0.850272,0.331916,0.0,0.84279,0.282617,0.0,0.042984,0.667033,0.0,0.837171,0.346536,0.0,0.007675,0.993158,0.0,0.197605,0.00765,0.0,0.817927,0.379246,0.0,0.117452,0.466492,0.0,0.37263,0.175746,0.0,0.181164,0.444183,0.0,0.063868,0.873781,0.0,0.215194,0.322722,0.0,0.027453,0.481708,2015-03-21
0.0,-0.057823,0.797569,0.0,-0.001479,0.907154,0.0,-0.006875,0.973318,0.0,0.040767,0.855882,0.0,0.611063,0.329853,0.0,0.583269,0.515813,0.0,-0.006875,0.973318,0.0,0.61706,0.373468,0.0,-0.071231,1.2493,0.0,0.203649,0.191663,0.0,0.539881,0.715837,0.0,0.0534,0.736737,0.0,0.150236,0.377151,0.0,0.072026,0.725003,0.0,-0.003171,1.083142,0.0,0.070944,0.32079,0.0,-0.012902,0.768984,2015-03-22
1.024854,-0.066717,0.801797,2.489941,0.13673,0.873678,2.336186,0.086472,0.939074,2.158846,0.233994,0.784176,1.57321,1.093177,0.575018,2.543271,1.206236,0.681739,2.336186,0.086472,0.939074,4.819261,1.650166,0.827576,2.491164,0.012919,1.442262,0.901859,0.355031,0.286114,1.580683,0.999996,0.791152,2.517718,0.266288,0.674116,2.659495,0.379844,0.405733,2.480255,0.275107,0.676656,2.19432,0.198632,1.208126,1.6651,0.535964,0.319115,1.794442,0.147418,0.67748,2015-03-23
1.558397,0.10844,1.159007,3.750111,0.953394,0.608499,3.520409,0.839135,0.769461,3.107,0.98138,0.434299,2.780787,1.793087,0.401549,3.651795,1.957684,0.465124,3.520409,0.839135,0.769461,6.397547,2.496143,0.604411,3.012035,0.396779,1.782192,1.307327,0.449419,0.33723,2.811149,1.784324,0.524291,3.362298,0.977108,0.324697,3.689551,0.937402,0.18166,3.391142,0.982238,0.342718,2.796258,1.700842,0.727569,2.940096,1.042099,0.316987,2.619522,0.939243,0.405517,2015-03-24
0.866241,0.534137,0.32194,2.085727,0.645334,0.377826,1.978321,0.647404,0.430399,1.743779,0.638792,0.38983,1.488145,0.917815,0.361295,2.077464,0.975572,0.282424,1.978321,0.647404,0.430399,1.674728,0.951233,0.339649,2.134549,0.39139,0.543509,0.536636,0.207499,0.004682,1.46292,0.940759,0.372887,1.683589,0.632605,0.261892,1.51678,0.602992,0.180974,1.528984,0.639828,0.266449,1.799429,1.54913,0.15763,1.651385,0.554303,0.315115,1.178204,0.652172,0.214517,2015-03-25
0.370587,0.323575,0.551927,1.047094,0.740208,0.371602,0.883406,0.740843,0.422329,0.887267,0.770106,0.38195,3.445498,1.32869,0.332824,1.078624,0.930326,0.274542,0.883406,0.740843,0.422329,1.718559,1.054324,0.330562,1.774458,0.334776,0.896083,0.160474,0.197011,0.002289,3.489943,1.335296,0.344697,0.953692,0.766622,0.24603,0.584746,0.781325,0.189685,0.718705,0.785361,0.250118,1.323235,1.686784,0.157396,3.812043,0.613952,0.313264,0.414543,0.70727,0.199028,2015-03-26
0.0,-0.077866,0.690331,0.132558,0.000658,0.35228,0.0,-0.003941,0.397684,0.0,0.08156,0.36167,3.267153,1.037416,0.319866,0.0,0.726066,0.271809,0.0,-0.003941,0.397684,1.527479,0.955237,0.327754,0.0,0.016245,1.78044,0.0,0.240576,0.081909,3.366484,1.003306,0.325948,0.0,0.23952,0.245282,0.0,0.317161,0.191421,0.0,0.151356,0.249292,0.0,0.424858,0.76658,3.543834,0.134203,0.311503,0.0,-0.028044,0.365103,2015-03-27
0.0,-0.340192,1.229835,0.0,-0.160556,1.006076,0.0,-0.156402,1.106739,0.0,-0.095358,0.882349,0.0,0.333051,0.764435,0.0,0.325549,0.710764,0.0,-0.156402,1.106739,0.0,0.358555,0.749791,0.0,0.151156,2.714725,0.0,0.135625,0.593156,0.0,0.278814,1.066902,0.0,-0.068121,0.814851,0.0,-0.030284,0.441727,0.0,-0.068165,0.926509,0.0,-0.151755,1.579013,0.0,-0.076779,0.309619,0.0,-0.147937,1.031571,2015-03-28
0.0,0.240376,0.878813,0.0,-0.019501,1.024574,0.0,-0.038662,1.046195,0.0,0.084512,0.88464,0.0,1.018035,2.04536,0.0,0.982445,1.98034,0.0,-0.038662,1.046195,0.0,1.079346,1.844863,0.0,0.683233,2.558924,0.0,0.32602,1.085361,0.0,0.914331,2.380809,0.0,0.101832,0.784557,0.0,0.19784,0.622042,0.0,0.117452,0.800402,0.0,-0.000842,1.539157,0.0,0.25025,0.307825,0.0,0.002201,0.875216,2015-03-29
